git@github.com:AguaClara/aguaclara,9ee3d1d007bc984b73b19520d48954b6d81feecc,aguaclara,tests/core/test_cache.py::test_ac_cache,0.002,pass,0.001,failure
git@github.com:SuryaSankar/flask-sqlalchemy-booster,e43980e29a18e725d791b87ce1b677470bbaf22c,flask-sqlalchemy-booster,tests/test_view_boosters/test_todo_list_api/test_relationship_updates.py::test_list_relationship_new_item,0.020,pass,0.012,failure
git@github.com:Teamworksapp/pydbvolve,e18bb8cf98997c52de0cf30a8e106c480ba0bb57,pydbvolve,tests/unittests/test_00_initialization.py::test_11_log_file,0.001,pass,0.002,failure
git@github.com:Teamworksapp/pydbvolve,e18bb8cf98997c52de0cf30a8e106c480ba0bb57,pydbvolve,tests/unittests/test_01_migration_table.py::test_02_check_migration_table_bad_structure,0.007,pass,0.002,failure
git@github.com:Yelp/kafka-utils,bde091515d1dcdd56b9272a3ab01b54742a60253,kafka-utils,tests/kafka_rolling_restart/test_main.py::test_get_broker_list3,0.079,pass,0.110,failure
git@github.com:Yelp/kafka-utils,bde091515d1dcdd56b9272a3ab01b54742a60253,kafka-utils,tests/kafka_rolling_restart/test_main.py::test_wait_for_stable_cluster_success,0.005,pass,0.005,failure
git@github.com:Zabamund/wellpathpy,f29b14a9a1c46e77ea98b141e3cdc43674654ea2,wellpathpy,wellpathpy/test/test_location.py::test_zero,0.003,pass,0.006,failure
git@github.com:abeelen/nikamap,d39c488c89bf5d90fffe3c05580fc13551522ee5,nikamap,nikamap/tests/test_nikamap.py::test_nikamap_write,0.138,pass,0.077,failure
git@github.com:agile4you/bottle-neck.git,ebc670a4b178255473d68e9b4122ba04e38f4810,bottle-neck.git,test/test_routing.py::test_router_register_handler_fn_pass,0.001,pass,0.001,failure
git@github.com:aioworkers/aioworkers-prometheus,91915e094239ae01b3db432dbff5afd34ab36984,aioworkers-prometheus,tests/test_metric.py::test_counter[pyloop],0.228,pass,0.066,error
git@github.com:aioworkers/aioworkers-prometheus,91915e094239ae01b3db432dbff5afd34ab36984,aioworkers-prometheus,tests/test_service.py::test_port[pyloop],0.081,pass,0.067,error
git@github.com:airbrake/pybrake,9bf82941d8bf521055b258cea91596a11e4eb81f,pybrake,pybrake/test_celery_integration.py::test_celery_integration,1.165,pass,0.001,failure
git@github.com:aluttik/kitsune,43824cccf46f433a71b30a7febc0e3500b831067,kitsune,tests/test_kitsune.py::test_kitsune_printer_plain,2.513,pass,2.018,failure
git@github.com:bazaar-projects/docopt-ng,bbed40a2335686d2e14ac0e6c3188374dc4784da,docopt-ng,tests/test_docopt_ng.py::test_docopt_ng_more_magic_global_arguments_and_dot_access,0.016,pass,0.005,failure
git@github.com:benjaminp/six,c0be8815d13df45b6ae471c4c436cce8c192245d,six,test_six.py::test_lazy,0.016,pass,0.002,failure
git@github.com:bpepple/metron-tagger,2be176293218fa101dd84c95c72b8ae646b2731a,metron-tagger,tests/test_taggerlib_filesorter.py::test_sort_comic,0.006,pass,0.003,failure
git@github.com:butla/mountepy,796595f0011cc4a62cd7796dd71c3681008a4731,mountepy,tests/test_http_service.py::test_service_env_from_parent[None-parent_env1-final_env1],0.018,pass,0.019,failure
git@github.com:butla/mountepy,796595f0011cc4a62cd7796dd71c3681008a4731,mountepy,tests/test_http_service.py::test_service_env_from_parent[service_env0-parent_env0-final_env0],0.020,pass,0.022,failure
git@github.com:cahoy/NestedDictionary,881f0ea8af36a60fcd1b9d7a84b1aec4cd7072b2,NestedDictionary,easy_dict/tests/test_01_default.py::test_del,0.001,pass,0.001,failure
git@github.com:chaosmail/python-fs,2567922ced9387e327e65f3244caff3b7af35684,pyfs,fs/tests/test_addpath.py::test_addpath,0.003,pass,0.001,failure
git@github.com:chaosmail/python-fs,2567922ced9387e327e65f3244caff3b7af35684,pyfs,fs/tests/test_mkdir.py::test_mkdir,0.001,pass,0.001,failure
git@github.com:chaosmail/python-fs,2567922ced9387e327e65f3244caff3b7af35684,pyfs,fs/tests/test_mkdir.py::test_mkdir_recursive,0.001,pass,0.001,failure
git@github.com:chaosmail/python-fs,2567922ced9387e327e65f3244caff3b7af35684,pyfs,fs/tests/test_mkdir.py::test_mkdir_recursive_fail,0.001,pass,0.002,failure
git@github.com:chaosmail/python-fs,2567922ced9387e327e65f3244caff3b7af35684,pyfs,fs/tests/test_rename.py::test_rename_directory,0.001,pass,0.002,failure
git@github.com:chaosmail/python-fs,2567922ced9387e327e65f3244caff3b7af35684,pyfs,fs/tests/test_rename.py::test_rename_file,0.001,pass,0.001,failure
git@github.com:chaosmail/python-fs,2567922ced9387e327e65f3244caff3b7af35684,pyfs,fs/tests/test_touch.py::test_touch_on_new_file,0.001,pass,0.001,failure
git@github.com:chie8842/expstock,28b7ece83fa601efd2b6c4b8b7bdd1a3b9ebc1df,expstock,expstock/test_expstock.py::test_append_param,0.009,pass,0.008,failure
git@github.com:codespell-project/codespell,cc51bbbe505cbc23eae32f52deb2cc7c8b33a0eb,codespell,codespell_lib/tests/test_dictionary.py::test_dictionary_looping[/mnt/batch/tasks/workitems/FlaPy/local/hdd/rtp1/codespell/NJEHW/deterministic/tmp/tmpy0cq65zt/codespell_lib/tests/../data/dictionary.txt-in_aspell0],0.251,pass,0.257,failure
git@github.com:codespell-project/codespell,cc51bbbe505cbc23eae32f52deb2cc7c8b33a0eb,codespell,codespell_lib/tests/test_dictionary.py::test_dictionary_looping[/mnt/batch/tasks/workitems/FlaPy/local/hdd/rtp1/codespell/NJEHW/deterministic/tmp/tmpy0cq65zt/codespell_lib/tests/../data/dictionary_code.txt-in_aspell4],0.068,pass,0.002,failure
git@github.com:codespell-project/codespell,cc51bbbe505cbc23eae32f52deb2cc7c8b33a0eb,codespell,codespell_lib/tests/test_dictionary.py::test_dictionary_looping[/mnt/batch/tasks/workitems/FlaPy/local/hdd/rtp1/codespell/NJEHW/deterministic/tmp/tmpy0cq65zt/codespell_lib/tests/../data/dictionary_en-GB_to_en-US.txt-in_aspell6],0.005,pass,0.002,failure
git@github.com:codespell-project/codespell,cc51bbbe505cbc23eae32f52deb2cc7c8b33a0eb,codespell,codespell_lib/tests/test_dictionary.py::test_dictionary_looping[/mnt/batch/tasks/workitems/FlaPy/local/hdd/rtp1/codespell/NJEHW/deterministic/tmp/tmpy0cq65zt/codespell_lib/tests/../data/dictionary_informal.txt-in_aspell2],0.070,pass,0.002,failure
git@github.com:codespell-project/codespell,cc51bbbe505cbc23eae32f52deb2cc7c8b33a0eb,codespell,codespell_lib/tests/test_dictionary.py::test_dictionary_looping[/mnt/batch/tasks/workitems/FlaPy/local/hdd/rtp1/codespell/NJEHW/deterministic/tmp/tmpy0cq65zt/codespell_lib/tests/../data/dictionary_names.txt-in_aspell5],0.072,pass,0.001,failure
git@github.com:codespell-project/codespell,cc51bbbe505cbc23eae32f52deb2cc7c8b33a0eb,codespell,codespell_lib/tests/test_dictionary.py::test_dictionary_looping[/mnt/batch/tasks/workitems/FlaPy/local/hdd/rtp1/codespell/NJEHW/deterministic/tmp/tmpy0cq65zt/codespell_lib/tests/../data/dictionary_rare.txt-in_aspell1],0.003,pass,0.003,failure
git@github.com:codespell-project/codespell,cc51bbbe505cbc23eae32f52deb2cc7c8b33a0eb,codespell,codespell_lib/tests/test_dictionary.py::test_dictionary_looping[/mnt/batch/tasks/workitems/FlaPy/local/hdd/rtp1/codespell/NJEHW/deterministic/tmp/tmpy0cq65zt/codespell_lib/tests/../data/dictionary_usage.txt-in_aspell3],0.001,pass,0.001,failure
git@github.com:crumpstrr33/Utter-More,418cf5f5ef337700bf0897e746eff8bb275e6da6,utter-more,test/test_utter_more.py::test_ibu_aut,0.001,pass,0.004,failure
git@github.com:daknuett/ljson,1d3dc13001d9d2f61bcfbf9d5c5b16d44fb8076e,ljson,test/test_ljson_mem.py::test_unique_check,0.001,pass,0.001,failure
git@github.com:davidhalter/parso,6ae0efa415c9790000dba70f87e6ece20d6a4101,parso,test/test_cache.py::test_permission_error,0.080,pass,0.001,failure
git@github.com:demisto/demisto-sdk,925303e5c54fc3dda985ef19b6d56a956d189f69,demisto-sdk,demisto_sdk/commands/secrets/tests/secrets_test.py::TestSecrets::test_two_files_with_same_name,0.002,pass,0.001,failure
git@github.com:den4uk/jsonextra,e82c2e873b4d9c8105fd4e5ed43e7fae4fe6bc2c,jsonextra,tests/test_jsonextra.py::test_disable_rex,0.001,pass,0.002,failure
git@github.com:dgilland/pydash,4bbadc967b51518e300a1368357bbe71959313ec,pydash,tests/test_arrays.py::test_pop[case0-3-after0],0.001,pass,0.002,failure
git@github.com:dgilland/pydash,4bbadc967b51518e300a1368357bbe71959313ec,pydash,tests/test_arrays.py::test_pop[case1-1-after1],0.001,pass,0.001,failure
git@github.com:dgilland/pydash,4bbadc967b51518e300a1368357bbe71959313ec,pydash,tests/test_arrays.py::test_pop[case2-2-after2],0.001,pass,0.001,failure
git@github.com:dgilland/pydash,4bbadc967b51518e300a1368357bbe71959313ec,pydash,tests/test_arrays.py::test_pull_at[case0-expected0],0.001,pass,0.001,failure
git@github.com:dgilland/pydash,4bbadc967b51518e300a1368357bbe71959313ec,pydash,tests/test_arrays.py::test_pull_at[case1-expected1],0.001,pass,0.001,failure
git@github.com:dgilland/pydash,4bbadc967b51518e300a1368357bbe71959313ec,pydash,tests/test_arrays.py::test_pull_at[case2-expected2],0.001,pass,0.001,failure
git@github.com:dgilland/pydash,4bbadc967b51518e300a1368357bbe71959313ec,pydash,tests/test_arrays.py::test_push[case0-expected0],0.001,pass,0.002,failure
git@github.com:dgilland/pydash,4bbadc967b51518e300a1368357bbe71959313ec,pydash,tests/test_arrays.py::test_push[case1-expected1],0.001,pass,0.002,failure
git@github.com:dgilland/pydash,4bbadc967b51518e300a1368357bbe71959313ec,pydash,tests/test_arrays.py::test_push[case2-expected2],0.001,pass,0.002,failure
git@github.com:dgilland/pydash,4bbadc967b51518e300a1368357bbe71959313ec,pydash,tests/test_arrays.py::test_remove[case0-<lambda>-expected0],0.001,pass,0.002,failure
git@github.com:dgilland/pydash,4bbadc967b51518e300a1368357bbe71959313ec,pydash,tests/test_arrays.py::test_remove[case1-<lambda>-expected1],0.001,pass,0.001,failure
git@github.com:dgilland/pydash,4bbadc967b51518e300a1368357bbe71959313ec,pydash,tests/test_arrays.py::test_shift[case0-1-after0],0.001,pass,0.001,failure
git@github.com:dgilland/pydash,4bbadc967b51518e300a1368357bbe71959313ec,pydash,tests/test_arrays.py::test_splice[case0-expected0-after0],0.001,pass,0.002,failure
git@github.com:dgilland/pydash,4bbadc967b51518e300a1368357bbe71959313ec,pydash,tests/test_arrays.py::test_splice[case1-expected1-after1],0.001,pass,0.001,failure
git@github.com:dgilland/pydash,4bbadc967b51518e300a1368357bbe71959313ec,pydash,tests/test_arrays.py::test_splice[case2-expected2-after2],0.001,pass,0.001,failure
git@github.com:dgilland/pydash,4bbadc967b51518e300a1368357bbe71959313ec,pydash,tests/test_arrays.py::test_splice[case3-expected3-after3],0.001,pass,0.002,failure
git@github.com:dgilland/pydash,4bbadc967b51518e300a1368357bbe71959313ec,pydash,tests/test_arrays.py::test_splice[case4-expected4-after4],0.001,pass,0.002,failure
git@github.com:dgilland/pydash,4bbadc967b51518e300a1368357bbe71959313ec,pydash,tests/test_arrays.py::test_unshift[case0-expected0],0.001,pass,0.002,failure
git@github.com:dgilland/pydash,4bbadc967b51518e300a1368357bbe71959313ec,pydash,tests/test_arrays.py::test_unshift[case1-expected1],0.001,pass,0.001,failure
git@github.com:dgilland/pydash,4bbadc967b51518e300a1368357bbe71959313ec,pydash,tests/test_arrays.py::test_unshift[case2-expected2],0.001,pass,0.002,failure
git@github.com:dgilland/pydash,4bbadc967b51518e300a1368357bbe71959313ec,pydash,tests/test_objects.py::test_clone_deep_with[case1-<lambda>-expected1],0.001,pass,0.002,failure
git@github.com:dgilland/pydash,4bbadc967b51518e300a1368357bbe71959313ec,pydash,tests/test_objects.py::test_for_in[case0-expected0],0.001,pass,0.002,failure
git@github.com:dgilland/pydash,4bbadc967b51518e300a1368357bbe71959313ec,pydash,tests/test_objects.py::test_for_in[case1-expected1],0.001,pass,0.001,failure
git@github.com:dgilland/pydash,4bbadc967b51518e300a1368357bbe71959313ec,pydash,tests/test_objects.py::test_for_in_right[case0-expected0],0.001,pass,0.001,failure
git@github.com:dgilland/pydash,4bbadc967b51518e300a1368357bbe71959313ec,pydash,tests/test_objects.py::test_for_in_right[case1-expected1],0.001,pass,0.001,failure
git@github.com:dgilland/pydash,4bbadc967b51518e300a1368357bbe71959313ec,pydash,tests/test_objects.py::test_map_values_deep[case0-expected0],0.002,pass,0.007,failure
git@github.com:dgilland/pydash,4bbadc967b51518e300a1368357bbe71959313ec,pydash,tests/test_objects.py::test_map_values_deep[case1-expected1],0.002,pass,0.004,failure
git@github.com:dgilland/pydash,4bbadc967b51518e300a1368357bbe71959313ec,pydash,tests/test_objects.py::test_merge_with[case0-expected0],0.001,pass,0.002,failure
git@github.com:dgilland/pydash,4bbadc967b51518e300a1368357bbe71959313ec,pydash,tests/test_objects.py::test_unset[obj0-a.0.b.c-True-new_obj0],0.001,pass,0.002,failure
git@github.com:dgilland/pydash,4bbadc967b51518e300a1368357bbe71959313ec,pydash,tests/test_objects.py::test_unset[obj1-1-True-new_obj1],0.001,pass,0.002,failure
git@github.com:dgilland/pydash,4bbadc967b51518e300a1368357bbe71959313ec,pydash,tests/test_objects.py::test_unset[obj2-1-True-new_obj2],0.001,pass,0.001,failure
git@github.com:dgilland/pydash,4bbadc967b51518e300a1368357bbe71959313ec,pydash,tests/test_objects.py::test_unset[obj3-path3-True-new_obj3],0.001,pass,0.002,failure
git@github.com:dgilland/pydash,4bbadc967b51518e300a1368357bbe71959313ec,pydash,tests/test_utilities.py::test_unique_id[case0-1],0.001,pass,0.001,failure
git@github.com:dmuhs/mythx-cli,f6b3d20d51ca1cfaed3cd45226bd1074388d42b9,mythx-cli,tests/test_path_sanitize.py::test_sanitize_ast[sample3-expected3],0.002,pass,0.003,failure
git@github.com:dmuhs/mythx-cli,f6b3d20d51ca1cfaed3cd45226bd1074388d42b9,mythx-cli,tests/test_path_sanitize.py::test_sanitize_ast[sample4-expected4],0.001,pass,0.003,failure
git@github.com:dmuhs/mythx-cli,f6b3d20d51ca1cfaed3cd45226bd1074388d42b9,mythx-cli,tests/test_path_sanitize.py::test_sanitize_ast[sample5-expected5],0.002,pass,0.004,failure
git@github.com:drtexx/volux,c41339aceeab4295967ea88b2edd05d0d456b2ce,volux,tests/modules/test_voluxcliprint.py::Test_voluxcliprint::test_adding_module,0.001,pass,0.001,failure
git@github.com:drtexx/volux,c41339aceeab4295967ea88b2edd05d0d456b2ce,volux,tests/test_operator.py::Test_operator::test_add_module,0.001,pass,0.001,failure
git@github.com:drtexx/volux,c41339aceeab4295967ea88b2edd05d0d456b2ce,volux,tests/test_operator.py::Test_operator::test_remove_missing_module,0.001,pass,0.001,failure
git@github.com:drtexx/volux,c41339aceeab4295967ea88b2edd05d0d456b2ce,volux,tests/test_operator.py::Test_operator::test_remove_module,0.001,pass,0.001,failure
git@github.com:duncanmmacleod/gwopensci,06b56ce506fda3af4857c8a1aae7bb60fb1925e9,gwopensci,gwosc/tests/test_datasets.py::test_dataset_type_local,0.001,pass,0.001,failure
git@github.com:earthreader/libearth,71d2f3246eb0b6a3668a64e2242616d20b1d7dcd,libearth,tests/repository_test.py::test_repository[repository0],0.002,pass,0.001,failure
git@github.com:earthreader/libearth,71d2f3246eb0b6a3668a64e2242616d20b1d7dcd,libearth,tests/repository_test.py::test_repository[repository1],0.002,pass,0.001,failure
git@github.com:earthreader/libearth,71d2f3246eb0b6a3668a64e2242616d20b1d7dcd,libearth,tests/stage_test.py::test_set_dir_route,0.009,pass,0.006,failure
git@github.com:epsagon/epsagon-python,b985d8412848f9a0c98e2f15ae0967a6dba3517f,epsagon-python,tests/wrappers/test_python_function.py::test_python_wrapper_python_runner_factory_failed,0.004,pass,0.002,failure
git@github.com:eth-cscs/reframe,576eb3f1dcc015d1e6d7a10602c748d4f810da68,reframe,unittests/test_config.py::test_convert_old_config,0.019,pass,0.017,failure
git@github.com:fifman/tangle,a36cff74d7f09bf8f24a91929b844ea1be7b1bcd,tangle,tests/test_context.py::test_aspect,0.009,pass,0.005,failure
git@github.com:filestack/filestack-python,1bd6749735e5c78dde767e0685ddfdf0cd7423e2,filestack-python,tests/intelligent_ingestion_test.py::test_upload_part_with_resize,0.026,pass,0.032,failure
git@github.com:gdoumenc/coworks,c574654a1e3d1cd4ad56b6f5912631230c37fdf3,coworks,tests/example/test_example.py::TestClass::test_simple_example,0.575,pass,0.466,failure
git@github.com:gdoumenc/coworks,c574654a1e3d1cd4ad56b6f5912631230c37fdf3,coworks,tests/src/cws/test_scons.py::TestClass::test_zip,0.223,pass,0.063,failure
git@github.com:giganticode/dataprep,bb1d3731a39d221f2a037aaadc747a29a5e76c8d,dataprep,tests/infrastructure/test_bperegistry.py::test_none,0.006,pass,0.006,failure
git@github.com:goodmami/penman,e83cf6d006724d72a3e19a955aad94412da912b7,Penman,tests/test_layout.py::test_rearrange,0.002,pass,0.002,failure
git@github.com:grabbles/grabbit,83ff93df36019eaaee9d4e31f816a518e46cae07,grabbit,grabbit/tests/test_core.py::test_merge_layouts[local],0.039,pass,0.039,failure
git@github.com:gradam/lol_api,33ea96f5eeac581737949b733d8af1c4436e94b9,lol_api,tests/test_daemon.py::TestDaemon::test_different_api_key,0.012,pass,0.002,failure
git@github.com:gradam/lol_api,33ea96f5eeac581737949b733d8af1c4436e94b9,lol_api,tests/test_daemon.py::TestDaemon::test_short,0.007,pass,0.002,failure
git@github.com:gwpy/gwosc,06b56ce506fda3af4857c8a1aae7bb60fb1925e9,gwosc,gwosc/tests/test_datasets.py::test_dataset_type_local,0.001,pass,0.001,failure
git@github.com:hbradleyiii/ext_pylib,15a9b5a80db87b5f20e03ef6bfa015acf4bf8543,ext_pylib,tests/files/test_node.py::test_node_get_atts[atts0-{'path' : None{COMMA} 'perms' : None{COMMA} 'owner' : None{COMMA} 'group' : None}],0.001,pass,0.003,failure
git@github.com:hbradleyiii/ext_pylib,15a9b5a80db87b5f20e03ef6bfa015acf4bf8543,ext_pylib,tests/files/test_node.py::test_node_get_atts[atts1-{'path' : '/this/path/file'{COMMA} 'perms' : None{COMMA} 'owner' : None{COMMA} 'group' : None}],0.001,pass,0.002,failure
git@github.com:hbradleyiii/ext_pylib,15a9b5a80db87b5f20e03ef6bfa015acf4bf8543,ext_pylib,tests/files/test_node.py::test_node_get_atts[atts2-{'path' : '/etc/path/file'{COMMA} 'perms' : 0o655{COMMA} 'owner' : None{COMMA} 'group' : None}],0.001,pass,0.002,failure
git@github.com:heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,autodoc,examples/test_pytest.py::test_post,0.001,pass,0.001,error
git@github.com:hefnawi/json-storage-manager,c7521fc4a576cf23a8c2454106bed6fb8c951b8d,json-storage-manager,tests/test_main.py::test_set_item,0.001,pass,0.001,failure
git@github.com:heilaaks/snippy,904439ca1fc29edc06c48da66e7663e18e0aea99,snippy,tests/test_api_search_reference.py::TestApiSearchReference::test_api_search_reference_012[server0],0.067,pass,0.045,failure
git@github.com:heilaaks/snippy,904439ca1fc29edc06c48da66e7663e18e0aea99,snippy,tests/test_api_search_snippet.py::TestApiSearchSnippet::test_api_search_snippet_016[server0],0.064,pass,0.047,failure
git@github.com:heilaaks/snippy,904439ca1fc29edc06c48da66e7663e18e0aea99,snippy,tests/test_api_search_solution.py::TestApiSearchSolution::test_api_search_solution_016[server0],0.069,pass,0.046,failure
git@github.com:hypoport/python-aws-dataclasses,30bfe90457a83957d10ec18fe7d61439b5b74280,python-aws-dataclasses,tests/test_sns_event.py::test_can_handle_missing_fields,0.001,pass,0.001,failure
git@github.com:irmen/Tale,a2a26443465ab6978b32d9253e833471500e7b68,Tale,tests/test_commands.py::TestCommandDecorators::test_cmd_decorator,0.001,pass,0.001,failure
git@github.com:irmen/Tale,a2a26443465ab6978b32d9253e833471500e7b68,Tale,tests/test_commands.py::TestCommandDecorators::test_no_duplicates,0.001,pass,0.001,failure
git@github.com:j0057/github-release,067d7f1f557e16c4db57696d30732d566e314a45,github-release,tests/test_cli.py::test_cli_arguments[options0-asset-upload-args0],0.005,pass,0.005,failure
git@github.com:j0057/github-release,067d7f1f557e16c4db57696d30732d566e314a45,github-release,tests/test_cli.py::test_cli_arguments[options16-ref-list-args16],0.004,pass,0.005,failure
git@github.com:j0057/github-release,067d7f1f557e16c4db57696d30732d566e314a45,github-release,tests/test_cli.py::test_cli_arguments[options17-ref-list-args17],0.004,pass,0.005,failure
git@github.com:j0057/github-release,067d7f1f557e16c4db57696d30732d566e314a45,github-release,tests/test_cli.py::test_cli_arguments[options18-ref-list-args18],0.004,pass,0.005,failure
git@github.com:j0057/github-release,067d7f1f557e16c4db57696d30732d566e314a45,github-release,tests/test_cli.py::test_cli_arguments[options19-ref-list-args19],0.004,pass,0.005,failure
git@github.com:j0057/github-release,067d7f1f557e16c4db57696d30732d566e314a45,github-release,tests/test_cli.py::test_cli_arguments[options20-release-list-args20],0.003,pass,0.005,failure
git@github.com:j0057/github-release,067d7f1f557e16c4db57696d30732d566e314a45,github-release,tests/test_cli.py::test_cli_arguments[options21-release-info-args21],0.003,pass,0.005,failure
git@github.com:j0057/github-release,067d7f1f557e16c4db57696d30732d566e314a45,github-release,tests/test_cli.py::test_cli_arguments[options3-asset-download-args3],0.003,pass,0.005,failure
git@github.com:j0057/github-release,067d7f1f557e16c4db57696d30732d566e314a45,github-release,tests/test_cli.py::test_cli_arguments[options4-asset-download-args4],0.005,pass,0.006,failure
git@github.com:j0057/github-release,067d7f1f557e16c4db57696d30732d566e314a45,github-release,tests/test_cli.py::test_cli_arguments[options5-asset-download-args5],0.003,pass,0.004,failure
git@github.com:j0057/github-release,067d7f1f557e16c4db57696d30732d566e314a45,github-release,tests/test_cli.py::test_cli_arguments[options6-asset-download-args6],0.003,pass,0.005,failure
git@github.com:jnoortheen/dynamic-conf,42257f06a66765ac4f5de1c6a4637f4db779c5ab,dynamic-conf,tests/test_conf.py::test_singleton,0.002,pass,0.001,failure
git@github.com:joblib/joblib,440b1b899d357a9db6526ca87051a77963b33631,joblib,joblib/test/test_memory.py::test_argument_change,0.006,pass,0.003,failure
git@github.com:joblib/joblib,440b1b899d357a9db6526ca87051a77963b33631,joblib,joblib/test/test_memory.py::test_memory_file_modification,0.115,pass,0.008,failure
git@github.com:joblib/joblib,440b1b899d357a9db6526ca87051a77963b33631,joblib,joblib/test/test_parallel.py::test_memmapping_leaks[loky],0.661,pass,0.109,failure
git@github.com:josiest/geom,d12b381706ee620cba1c6a6cb45ab7815e5a1dc9,geom,test_geom.py::test_epsilon,0.002,pass,0.001,failure
git@github.com:josiest/geom,d12b381706ee620cba1c6a6cb45ab7815e5a1dc9,geom,test_geom.py::test_veceq,0.001,pass,0.002,failure
git@github.com:jounderwood/django-hug,778b16f568ce9fdb01f360b7bff89c9d8b6c2ef7,django-hug,tests/test_settings.py::test_camelcased_response_data_ok,0.002,pass,0.002,failure
git@github.com:jounderwood/django-hug,778b16f568ce9fdb01f360b7bff89c9d8b6c2ef7,django-hug,tests/test_settings.py::test_register_request_formatters_ok,0.002,pass,0.002,failure
git@github.com:jounderwood/django-hug,778b16f568ce9fdb01f360b7bff89c9d8b6c2ef7,django-hug,tests/test_settings.py::test_register_response_formatters_ok,0.002,pass,0.002,failure
git@github.com:jounderwood/django-hug,778b16f568ce9fdb01f360b7bff89c9d8b6c2ef7,django-hug,tests/test_settings.py::test_response_additional_headers_ok,0.002,pass,0.003,failure
git@github.com:june3474/skelpy,0e64eccdc5211dbec664e7d3f9d07c6020651b63,skelpy,tests/test_helpers.py::test_remove_comment_line_in_file,0.002,pass,0.004,failure
git@github.com:june3474/skelpy,0e64eccdc5211dbec664e7d3f9d07c6020651b63,skelpy,tests/test_package.py::test_create_package_dir,0.004,pass,0.003,failure
git@github.com:june3474/skelpy,0e64eccdc5211dbec664e7d3f9d07c6020651b63,skelpy,tests/test_package.py::test_write_init,0.010,pass,0.012,failure
git@github.com:june3474/skelpy,0e64eccdc5211dbec664e7d3f9d07c6020651b63,skelpy,tests/test_test.py::test_create_config_files,0.002,pass,0.002,failure
git@github.com:juntossomosmais/regex4ocr,9f96e9c6fe6ffc3e1452b23103fdfa6a0f1dcede,regex4ocr,tests/integration/test_type_casting.py::test_validate_types_no_removal,0.001,pass,0.006,failure
git@github.com:kellylab/Fireworks,ff027cd8d1b8ce5eec6a37d786e7de675d8c0849,fireworks,fireworks/core/message_test.py::test_Message_set_get,0.016,pass,0.086,failure
git@github.com:kenkundert/engfmt,b908ef69aa7941e561019e24f969703f3234753b,engfmt,test_quantity.py::test_number_recognition,0.016,pass,0.001,failure
git@github.com:kenkundert/engfmt,b908ef69aa7941e561019e24f969703f3234753b,engfmt,test_text_processing.py::test_text_processing,0.001,pass,0.001,failure
git@github.com:kevinarpe/kevinarpe-rambutan3,5d7469912b559338dc15f5c7fb2abc91103ea0c5,kevinarpe-rambutan3,tests/check_args/base/test_RNotNoneTypeMatcher.py::test_check_arg,0.001,pass,0.001,failure
git@github.com:ktnrg45/pyps4-2ndscreen,457dc9c3f04017569d52bae7390ea2fc54e96ce5,pyps4-2ndscreen,tests/test_media_art.py::test_result_item_missing_data,0.001,pass,0.001,failure
git@github.com:ktnrg45/pyps4-homeassistant,457dc9c3f04017569d52bae7390ea2fc54e96ce5,pyps4-homeassistant,tests/test_media_art.py::test_result_item_missing_data,0.001,pass,0.001,failure
git@github.com:mahmoud/lithoxyl,9961553a065a1ad8bb7a2407fe74f2cfd6c79a20,lithoxyl,lithoxyl/tests/test_stats.py::test_acc_random,3.411,pass,3.363,failure
git@github.com:mahmoud/lithoxyl,9961553a065a1ad8bb7a2407fe74f2cfd6c79a20,lithoxyl,lithoxyl/tests/test_stats.py::test_momentacc_norm,0.045,pass,0.047,failure
git@github.com:metachris/logzero,b5d49fc2b118c370994c4ae5360d7c246d43ddc8,logzero,tests/test_logzero.py::test_default_logger_stderr_output,0.009,pass,0.023,failure
git@github.com:metachris/logzero,b5d49fc2b118c370994c4ae5360d7c246d43ddc8,logzero,tests/test_logzero.py::test_write_to_logfile_and_stderr,0.008,pass,0.013,failure
git@github.com:miLibris/flask-rest-jsonapi,b44bc08b11213d49fadae873650d3555889052ec,flask-rest-jsonapi,tests/test_sqlalchemy_data_layer.py::test_api,0.003,pass,0.002,failure
git@github.com:miLibris/flask-rest-jsonapi,b44bc08b11213d49fadae873650d3555889052ec,flask-rest-jsonapi,tests/test_sqlalchemy_data_layer.py::test_api_resources,0.003,pass,0.002,failure
git@github.com:michaelorionmcmanus/tight,34a332dd6096807e373ea8050df4f795411e6b74,tight,tests/unit/providers/aws/clients/test_dynamo_db_unit.py::test_dynamo_db_connect_ci,0.004,pass,0.003,failure
git@github.com:michaelorionmcmanus/tight,34a332dd6096807e373ea8050df4f795411e6b74,tight,tests/unit/providers/aws/clients/test_dynamo_db_unit.py::test_dynamo_db_connect_prod,0.003,pass,0.003,failure
git@github.com:michaelpb/stowage,7c619be755b9b73fd202367bcf9014472f318834,stowage,test/test_stowage.py::TestPathGenerators::test_partially_needed_symlink_walk,0.001,pass,0.001,failure
git@github.com:mnmelo/lazy_import,29c74c83e90adff62d363220fee8cf7d6f0dd3c9,lazy_import,lazy_import/test_lazy.py::test_lazyload[_lazy_test_mLBcbf.mnoGMb.mJmTPS],0.002,pass,0.001,failure
git@github.com:mnmelo/lazy_import,29c74c83e90adff62d363220fee8cf7d6f0dd3c9,lazy_import,lazy_import/test_lazy.py::test_lazyload[_lazy_test_mOhbVr],0.002,pass,0.002,failure
