url,sha,name,#tests,#tests_run_twice,#tests_run_twice_count_put_as_one,#tests_run_once,#tests_run_once_count_put_as_one,#ni,#ni_count_put_as_one
git@github.com:astropy/astropy-helpers,e490b7636c73bf6e829cd00390018bf549702892,astropy-helpers,31,31,22,0,0,0,0
git@github.com:attzonko/mmpy_bot,4faa19a9e04c75af94c45c24dbd0c9d9ecb867d4,mmpy_bot,35,35,35,0,0,0,0
git@github.com:auth0/auth0-python,1571b18535c46502e39e70f988f96624f2dfef21,auth0-python,268,0,0,268,268,0,0
git@github.com:autochthe/kismet-py,12c063b1f17d084d978ae8fe8405fd1527a82e15,kismet-py,1,0,0,1,1,0,0
git@github.com:autodesk/pyccc,011698e78d49a83ac332e0578a4a2a865b75ef8d,pyccc,131,131,49,0,0,0,0
git@github.com:automl/pybnn,6bd277421b83f882fa43d8dad2b7851b9682aa4b,pybnn,17,0,0,17,17,0,0
git@github.com:avature/confight,be2d162c99cc3c709289913de137f8d8bfbd35d5,confight,61,61,46,0,0,0,0
git@github.com:avwx-rest/avwx-engine,ed1d3e9a91fe0431e701caac4fc02ff2bfaecc04,avwx-engine,182,0,0,182,182,0,0
git@github.com:bakwc/PySyncObj,792b6112cfa234716f5e0408194114f1abc8b1ad,PySyncObj,36,36,36,0,0,0,0
git@github.com:bankroll-py/bankroll,f1f147143e0fc8380267bee91da7d6fb4f409ada,bankroll,2,0,0,2,2,0,0
git@github.com:barseghyanartur/pif,6c21477af3e0ce39b5ddb41459d72f80e8d76fb4,pif,7,0,0,7,7,0,0
git@github.com:barseghyanartur/transliterate,9333f242df3f97c1780c4c117f080007f833b69e,transliterate,48,0,0,48,48,0,0
git@github.com:bazaar-projects/docopt-ng,bbed40a2335686d2e14ac0e6c3188374dc4784da,docopt-ng,222,47,47,175,175,1,1
git@github.com:bbrzycki/setigen,30acd4645896d07c660be2ba00542f64b5c64316,setigen,10,10,10,0,0,0,0
git@github.com:bcliang/gamry-parser,0e1f81fb8fd3e433e0df945a85b133ed70a416e4,gamry-parser,18,0,0,18,18,0,0
git@github.com:beatsbears/pyburstlib,27722f7f3bb0bc5739110f6c99435d13fa54a1e0,pyburstlib,55,55,55,0,0,0,0
git@github.com:ben-dichter-consulting/ndx-bipolar-referencing,7f24be3b82c7f2adc1afef6a44a58bea264e384a,ndx-bipolar-referencing,1,1,1,0,0,0,0
git@github.com:bendudson/freegs,87bc845a8c1f4f48249c6fd930bc97b436468dd2,freegs,42,42,42,0,0,0,0
git@github.com:benjaminp/six,c0be8815d13df45b6ae471c4c436cce8c192245d,six,200,200,72,0,0,1,1
git@github.com:bennymeg/Butter.MAS.PythonAPI,f86ebe75df3826f62a268645cdbe4400b43fab07,Butter.MAS.PythonAPI,208,0,0,208,208,0,0
git@github.com:billychasen/billots,9df622be6f1a5d94bee70ce4832f3b56b746ce69,billots,8,0,0,8,8,0,0
git@github.com:binaryart/sparks,387e9070d291e63c08f9ee46514da62457b421b9,sparks,15,15,4,0,0,0,0
git@github.com:binste/hypernotes,4c9b82b7431f6af565318df58c03e764e9490eff,hypernotes,15,15,15,0,0,0,0
git@github.com:biolink/ontobio,ade3d89729bce16e39073ede2c0f253f309dc299,ontobio,45,0,0,45,45,0,0
git@github.com:block-cat/sf-sdk,6c7eea2c4ee0b2aa42b90047362af716364a6d56,sf-sdk,5,0,0,5,5,0,0
git@github.com:bmweiner/skillful,8646f54faf62cb63f165f7699b8ace5b4a08233c,skillful,87,0,0,87,87,0,0
git@github.com:boatd/boatd,bfd389f980d6c8cfd8e036dc1be1e746e891968b,boatd,35,0,0,35,35,0,0
git@github.com:bofm/python-caching,16de50c119f8896e923e3f10488ecf6ffe535f45,caching-py35,79,79,30,0,0,0,0
git@github.com:bond005/impartial_text_cls,d7503c55388625b988098b307350b1f899e48e3c,impartial_text_cls,1,0,0,1,1,0,0
git@github.com:boy-hack/hack-requests,f78ebc36edb08308222b00239850cefe87c77fb6,hack-requests,10,0,0,10,10,0,0
git@github.com:bpepple/metron-tagger,2be176293218fa101dd84c95c72b8ae646b2731a,metron-tagger,24,24,24,0,0,1,1
git@github.com:bprinty/iso.git,1b62a0e65e0d273440c4461f26c9bd8911069e31,iso.git,38,0,0,38,38,0,0
git@github.com:brahle/data_partitioner,c37bca05576648c3f69f8694951bb2ae9ea9ed21,data-partitioner,18,0,0,18,18,0,0
git@github.com:brettvanderwerff/Flaskerizer,5a9724804f4e479fc3289e8644dc788adfeff06d,Flaskerizer,6,0,0,6,6,0,0
git@github.com:brian-team/brian2modelfitting,7f01463bf5be47cc82e26f033819c8a82cefac2b,brian2modelfitting,306,306,89,0,0,0,0
git@github.com:briancappello/flask-unchained,9004dc99db14813e20bea8c4023a45aa3a120965,flask-unchained,422,366,366,56,56,0,0
git@github.com:browsertron/pytest-parallel,388e1941f3bc6ce8ce40eb95bbbe53e743e47226,pytest-parallel,30,30,14,0,0,0,0
git@github.com:brucehe3/ebaipy,2fc6740ee5355948ca2e7f2874ee5edb9acbd578,ebaipy,8,0,0,8,8,0,0
git@github.com:bubylou/scsm,a67059c398b40e31296faea25ae20d3dc78070bd,scsm,58,58,53,0,0,0,0
git@github.com:butla/mountepy,796595f0011cc4a62cd7796dd71c3681008a4731,mountepy,26,26,25,0,0,2,1
git@github.com:bwohlberg/sporco,efd9237ec0d254e2ff630ad0ac17eb8dc566c586,sporco,405,405,405,0,0,0,0
git@github.com:caas-one/crossplane,d5b39fcae31cd0c26af5d425fa7cb591d1ee91ee,crossplane,44,44,44,0,0,0,0
git@github.com:cahoy/NestedDictionary,881f0ea8af36a60fcd1b9d7a84b1aec4cd7072b2,NestedDictionary,29,29,29,0,0,1,1
git@github.com:casamagalhaes/panamah-sdk-python,746f3fb7ebcf01810917bf9afa8e7ff5a4efad21,panamah-sdk-python,23,1,1,22,22,0,0
git@github.com:castelao/supportdata,d0b878e2779120f3cdd2d5a241addc18e26f8616,forkliftpy,5,5,5,0,0,0,0
git@github.com:cbirajdar/cricket-cli,fb0c8752aef14f2e30f7c0e772486a23c7e4a14d,cricket-cli,4,0,0,4,4,0,0
git@github.com:cbornet/python-httpproblem,0b08139277e9cba02339eeb0996c0910d047274a,httpproblem,18,18,11,0,0,0,0
git@github.com:cbsinteractive/elemental.git,ca570c9f5fc43e20a4db23fc0137380f87be63f0,elemental.git,22,22,22,0,0,0,0
git@github.com:cdent/gabbi,8aa4e70a000882e6a177bf9ebaa9a8dbc3ca4413,gabbi,286,130,5,156,156,0,0
git@github.com:cdgriffith/Reusables,171ea3dc10a37ed46ff833c48926a995496d2fc6,Reusables,126,0,0,126,126,0,0
git@github.com:cdqa-suite/cdQA,40387925db8f0da44a5bd2fe549cde675a92d479,cdQA,3,0,0,3,3,0,0
git@github.com:ceccoemi/gpyocr,b1155499d227f4203b4cc92934760ae4ab407023,gpyocr,22,22,12,0,0,0,0
git@github.com:cesar-rodriguez/terrascan,fd4ca9d23e694185fd5cb9ddf357b52b15adc6ca,terrascan,3,3,3,0,0,0,0
git@github.com:chakki-works/chazutsu,734828f2f05799a1d59d9280a032bf5996fe3261,chazutsu,50,0,0,50,50,0,0
git@github.com:chaosmail/python-fs,2567922ced9387e327e65f3244caff3b7af35684,pyfs,61,61,61,0,0,7,7
git@github.com:checkr/fdep,36fba98e6b3af35adf238c61f700a8138c090a5e,fdep,25,25,25,0,0,0,0
git@github.com:chie8842/expstock,28b7ece83fa601efd2b6c4b8b7bdd1a3b9ebc1df,expstock,16,16,16,0,0,1,1
git@github.com:chinapnr/fish_base,1615ccff9106bf42fc6ae862cd13353c12c1b76d,fish_base,104,104,104,0,0,0,0
git@github.com:chinapnr/fishbase,1615ccff9106bf42fc6ae862cd13353c12c1b76d,fishbase,104,104,104,0,0,0,0
git@github.com:chmduquesne/quickviz,e7c87a7ae12465db71fb9dcc1ff52a6b6bb07ec4,quickviz,22,0,0,22,22,0,0
git@github.com:choppsv1/pysshutil,e3ab876ed7b76637e6f5a0870cd41ea1f3d47fdb,pysshutil,57,48,10,9,9,0,0
git@github.com:christianhidber/easyagents,d6639e82566c0f8bea6ca714d12643143f919788,easyagents,11,0,0,11,11,0,0
git@github.com:christopherzimmerman/trimport,2fc930f1f954141fba3b16c366d70dbc9bae3a99,trimport,15,15,8,0,0,0,0
git@github.com:cityseer/cityseer,2d71d5dc962054f6cd1e87b5a61b43e8f4ddbec0,cityseer,60,60,60,0,0,0,0
git@github.com:cjrh/misu,157ad7ce14969ef8b9796591989115ca9ffc09f0,misu,3,0,0,3,3,0,0
git@github.com:ckmanalytix/modularity-density,86c48ba0fc5604d3c4d6d114a3077de2447d0a99,modularity-density,29,29,29,0,0,0,0
git@github.com:cktc/ashpool,3a35638ecff85da94952cebf7f8684ed564693bc,ashpool,1,0,0,1,1,0,0
git@github.com:claha/pyogt,4a6a43f8183bc429ac9993e6b2266e6719847899,pyogt,22,22,13,0,0,0,0
git@github.com:clalancette/pycdlib,36ba6eace1993e611f292b42833985cfc1c3b668,pycdlib,1514,1514,1514,0,0,0,0
git@github.com:clapeyre/h5nav,595040c2f9b65196ceaf18d1c2c58d848466a22c,h5nav,21,21,21,0,0,0,0
git@github.com:clemfromspace/scrapy-puppeteer,512cfe99b2c3f9aad6c0d3d35299d3ccd6c91121,scrapy-puppeteer,1,0,0,1,1,0,0
git@github.com:cmccandless/argutil,15b4d309fefe7a2d7648dac3974bd22ba7b1030a,argutil,87,0,0,87,87,0,0
git@github.com:codeforIATI/iatikit,22193fd7aa76b9cc9de4ff853a981cb50e508049,iatikit,11,0,0,11,11,0,0
git@github.com:codemagic-ci-cd/cli-tools,bc545dcce32aeddf3582f88774c753dde1381a3b,cli-tools,239,208,70,31,31,0,0
git@github.com:codespell-project/codespell,cc51bbbe505cbc23eae32f52deb2cc7c8b33a0eb,codespell,60,60,23,0,0,7,1
git@github.com:coinbase/coinbase-commerce-python,d306fc562309edb909c8ace501c63327a7635975,coinbase-commerce-python,79,0,0,79,79,0,0
git@github.com:colanconnon/graphene_sa_optimizer,755895dcb13de649012096e97a7c9e2f8494e91d,graphene_sa_optimizer,6,6,6,0,0,0,0
git@github.com:colinta/StrangeCase,dd2385745dba1211439fc1d0b0dae72b30e4b3b2,StrangeCase,82,82,82,0,0,0,0
git@github.com:computational-metabolomics/msp2db,fc7108625704c1074a3c085fe67d7ce72367a124,msp2db,9,0,0,9,9,0,0
git@github.com:configcat/python-sdk,c1b06e5f6bb734f89be24ef85ad0577f2cc26033,python-sdk,72,0,0,72,72,0,0
git@github.com:coreygirard/humansort,270c4ec6f239173e51f05e2d7f514697fdbbb445,humansort,3,3,3,0,0,0,0
git@github.com:cr0hn/aiotasks,ec485c84db55227c9283319a9c58401e294a06ff,aiotasks,71,71,71,0,0,0,0
git@github.com:crazyscientist/osc-tiny,88c33c2c7f73ea26067e1bb4190bab5dc298dd85,osc-tiny,48,0,0,48,48,0,0
git@github.com:cronofy/pycronofy,59765fe027778f18e05c09430ef2aff571b0eece,pycronofy,66,66,66,0,0,0,0
git@github.com:crumpstrr33/Utter-More,418cf5f5ef337700bf0897e746eff8bb275e6da6,utter-more,10,10,3,0,0,1,1
git@github.com:cryptowatch/cw-sdk-python,92bd90db16dfc116c0708d19d27208d9bfc990c1,cw-sdk-python,13,13,13,0,0,0,0
git@github.com:cutecare/cutecare-py,291d25c9ac4ab330dd631a753e1b658590d1140c,cutecare-py,37,0,0,37,37,0,0
git@github.com:cvockrodt/put.io-aria2c-downloader,ac19bb30924f9cb9991188693c9e6f6068861b60,put.io-aria2c-downloader,3,3,3,0,0,0,0
git@github.com:cytomining/cytominer-database,3926b55627e76a319460d6ac3ff4bdf65e1f5f98,cytominer-database,11,11,5,0,0,0,0
git@github.com:d4nuu8/krllint,2f9376cdae14c201364d9c31b4c19a8ff2f708d2,krllint,16,0,0,16,16,0,0
git@github.com:dakc/cronpi,6edb324c621f691b2840dcd6b54087b1044417ed,cronpi,13,0,0,13,13,0,0
git@github.com:daknuett/ljson,1d3dc13001d9d2f61bcfbf9d5c5b16d44fb8076e,ljson,33,33,33,0,0,1,1
git@github.com:daliclass/rxpy-backpressure,b1a7bddfb370884135d6f2e7d9a3dd332a90d7cc,rxpy-backpressure,19,0,0,19,19,0,0
git@github.com:danielecook/iex-api-python,144fcd7b1719b8607acb1e535e51ea1867c05263,iex-api-python,31,31,31,0,0,0,0
git@github.com:danielmichaels/fuelwatcher,1d2aa12016c227edfd47f3e2ca3e72db32000de6,fuelwatcher,2,2,2,0,0,0,0
git@github.com:danielmichaels/http-tracer,aa1f6c7944caa71efc3b77acc73069701074b29f,http-tracer,6,0,0,6,6,0,0
git@github.com:danpaquin/GDAX-Python,19cac25c51e592994cfa86ec487eef6a5c76718f,GDAX-Python,35,35,32,0,0,0,0
git@github.com:danpaquin/coinbasepro-python,19cac25c51e592994cfa86ec487eef6a5c76718f,coinbasepro-python,35,35,32,0,0,0,0
git@github.com:danpaquin/gdax-Python,19cac25c51e592994cfa86ec487eef6a5c76718f,gdax-Python,35,35,32,0,0,0,0
git@github.com:darcymason/pydicom,9561c5d40ec96076c974b5987767dc7b78c500a6,pydicom,1907,1907,1252,0,0,0,0
git@github.com:darkfeline/mir.orbis,a3f4f19aed97ae35909003ac8d4957d1bd45dd32,mir.orbis,15,15,15,0,0,0,0
git@github.com:dask/knit,934aee7012967453b7343f6e01f16b26aece2aaf,knit,34,33,33,1,1,0,0
git@github.com:datacommonsorg/api-python,6d09ca1557da0af893f008f7302801f12afc2d46,api-python,34,0,0,34,34,0,0
git@github.com:datahappy1/dummy_file_generator,f0a27725e1c04b4b2e0259167f10d8f76cfed9d1,dummy_file_generator,8,8,7,0,0,0,0
git@github.com:davidbetz/pymemorydb,9c8e864957d6fe754539601fd67a7b802b5ceb35,pymemorydb,47,0,0,47,47,0,0
git@github.com:davidhalter/parso,6ae0efa415c9790000dba70f87e6ece20d6a4101,parso,1213,1211,270,2,2,1,1
git@github.com:davidhuser/dhis2.py,1534d5e44e2ee0c2e835ca4d43c3a32e50d43b2e,dhis2.py,180,180,65,0,0,0,0
git@github.com:davidhyman/override,e34bd3c8676233439de5c002367b3bff5c1b88d6,override,5,0,0,5,5,0,0
git@github.com:davidr/python-timemarker,16fc4d4f9d6b534b94005169c977ed143f4f9dc5,python-timemarker,8,8,8,0,0,0,0
git@github.com:dbbs-lab/astrocyte,3fa30fa2897ef1ea4dd94b2c9d6ddd3efb2a2b1a,astrocyte,6,0,0,6,6,0,0
git@github.com:dbbs-lab/glia,3484b9beefdb6b129b661c95a733b279431d6ecb,glia,9,0,0,9,9,0,0
git@github.com:dbeley/ypc,160be81ee8f0ca7a0e7965a93c1faf5ebce35b5a,ypc,17,17,17,0,0,0,0
git@github.com:dblackrun/pbpstats,f2256adb1c101c6af8cfa83d59b437f65d9a689c,pbpstats,111,111,111,0,0,0,0
git@github.com:deadc0de6/dotdrop,5b2b05d353756bd09018f9dba049d0598cf632bb,dotdrop,21,0,0,21,21,0,0
git@github.com:debrief/pepys-import,5a2e16209dbff2d07a4baebeed4507ad79319e99,pepys-import,714,208,81,506,506,0,0
git@github.com:demisto/demisto-sdk,925303e5c54fc3dda985ef19b6d56a956d189f69,demisto-sdk,1301,1273,685,28,28,1,1
git@github.com:den4uk/andriller,5e856ca92ef7e9bf732f28cbd8e341181976654f,andriller,1,0,0,1,1,0,0
git@github.com:den4uk/jsonextra,e82c2e873b4d9c8105fd4e5ed43e7fae4fe6bc2c,jsonextra,46,46,7,0,0,1,1
git@github.com:dessimozlab/pylabeledrf,23e2c2b2c73d35b6c87dd332b45da8d31c0ea63f,pylabeledrf,2,0,0,2,2,0,0
git@github.com:dgilland/pydash,4bbadc967b51518e300a1368357bbe71959313ec,pydash,2109,1766,383,343,343,33,14
git@github.com:dgkim5360/asyncloop,e4f50156a74ee6430a8ade66f201ba61066396e4,asyncloop,25,25,25,0,0,0,0
git@github.com:dhermes/ci-diff-helper,876affd3ba49d78c48708a12103d39ef3c7d5f1d,ci-diff-helper,142,0,0,142,142,0,0
git@github.com:didix21/mdutils,2ef859ecc1e4f1a3e24f4150c96f61180bc57ceb,mdutils,103,0,0,103,103,0,0
git@github.com:django-beam/django-beam,43b2111f5c65937aa1e2cc9704b59796e982a805,django-beam,80,80,67,0,0,0,0
git@github.com:djperrefort/SNData,e4854f0dc357484b437b15f9dac15f7c589eff58,SNData,13,0,0,13,13,0,0
git@github.com:djrobstep/logx,c53fabbc160fb8d70fa878684ea36f0c22fd5caa,logx,7,7,7,0,0,0,0
git@github.com:dkaslovsky/GraphRole,6a2591ee3075f9d4ea5cd0b05dc38a8231b9c828,GraphRole,4,0,0,4,4,0,0
git@github.com:dmarkey/aiopylimit,b4075a8ac30dbbef59a2243f618a35a2f54b590c,aiopylimit,3,0,0,3,3,0,0
git@github.com:dmkskn/isle,81397e6e8c75543f9fd2efd2c34928077542da2a,isle,313,313,313,0,0,0,0
git@github.com:dmuhs/mythx-cli,f6b3d20d51ca1cfaed3cd45226bd1074388d42b9,mythx-cli,185,185,64,0,0,3,1
git@github.com:dmytrostriletskyi/accessify,6b7cf8657ffe18cd6a43c6cfb73b071084f0331e,accessify,41,41,35,0,0,0,0
git@github.com:donlelef/jupytemplate,4e894f3b5ed8cdb00c181581840a12b002886677,jupytemplate,6,6,6,0,0,0,0
git@github.com:dowjones/tokendito,f5d8e5171ddcca0c62925263ddb80535f51aded3,tokendito,50,50,23,0,0,0,0
git@github.com:dpa-newslab/livebridge,d930e887faa2f882d15b574f0f1fe4a580d7c5fa,livebridge,20,0,0,20,20,0,0
git@github.com:dpguthrie/yahooquery,ff9c062222d59b3d9f8abfaeeb706cd7af8fe690,yahooquery,1,0,0,1,1,0,0
git@github.com:drasmuss/hessianfree,4517bb1826253f712f539ff275a5d35f50312714,hessianfree,32,32,26,0,0,0,0
git@github.com:dreid/yunomi,1aa3f166843613331b38e231264ffc3ac40e8094,yunomi,52,0,0,52,52,0,0
git@github.com:drtexx/volux,c41339aceeab4295967ea88b2edd05d0d456b2ce,volux,30,30,30,0,0,4,4
git@github.com:dsavransky/keplertools,8a46aea897a7cd584c4c2afa1e5ea160f47aef6e,keplertools,14,0,0,14,14,0,0
git@github.com:duncanmmacleod/gwopensci,06b56ce506fda3af4857c8a1aae7bb60fb1925e9,gwopensci,71,71,58,0,0,1,1
git@github.com:dvc94ch/pykicad,cdebcaeb4ab6c8903ebecfd0748f826ea406923f,pykicad,48,0,0,48,48,0,0
git@github.com:dynastes-team/dynastes,931b6d9ac83862eb39c2f5144c95b952e9efcd8e,dynastes,94,0,0,94,94,0,0
git@github.com:earthlab/streamstats,812bf263a25c87fd26eca09f81d78ff35b48d1c4,streamstats,8,8,8,0,0,0,0
git@github.com:earthreader/libearth,71d2f3246eb0b6a3668a64e2242616d20b1d7dcd,libearth,280,280,224,0,0,3,2
git@github.com:east301/dagger,7435238cd3023103128c74a2e2efdfb7a2b6f95b,dagger,44,44,44,0,0,0,0
git@github.com:ecolell/amphipathic,b4d2d49e2fc9224fb7a6dc067c86dc8fa7c3505e,amphipathic,5,5,5,0,0,0,0
git@github.com:econ-ark/HARK,c9138af45fd0a0d97c718c8558f3ea8d9f2ae820,econ-ark,87,0,0,87,87,0,0
git@github.com:edasi/kool,efe847a05c1a07af5eddeeeb700fdefcb6c9ced9,kool,36,36,36,0,0,0,0
git@github.com:edelgm6/draft,bdd813dfeb914b91c857f8a6675c86c7972555b3,draft,54,0,0,54,54,0,0
git@github.com:edouard-lopez/pure,d5c633716ff4962a89ecda31a226a22a9649ba16,pure,1,0,0,1,1,0,0
git@github.com:edsu/dedoop,37b29dade43afb1a52e3424b6a0a98a7018c8283,dedoop,6,6,6,0,0,0,0
git@github.com:edsu/wikilinks,c43a4b95ce793265c038ac73cec75f686b94ae57,wikilinks,4,4,4,0,0,0,0
git@github.com:edwardgeorge/virtualenv-clone,8a61552d99087c99895a0d0ca104ed47a1eade24,virtualenv-clone,18,0,0,18,18,0,0
git@github.com:eeriks/erepublik,ad29045acef911224650f8a975c72b9cef4e88aa,erepublik,3,0,0,3,3,0,0
git@github.com:eevee/camel,1f9132ce43f6933bd3e91681404aab817876b3e1,camel,25,25,10,0,0,0,0
git@github.com:eillarra/carbonize,efc89b8a9e44f9d64110406ce70929a9671517c7,carbonize,10,0,0,10,10,0,0
git@github.com:elifesciences/elife-tools,a5b93afbe4db7852bf1aa12265090d60140fca8e,elifetools,814,0,0,814,814,0,0
git@github.com:ellisonleao/vl,21a2cd5c6a079c0882c7a2dc9ff303b8c8f89f98,vl,11,11,11,0,0,0,0
git@github.com:encukou/pytest-level,6a15132419429c95d67b77e9f8892e0a864a364f,pytest-level,7,7,7,0,0,0,0
git@github.com:epic-kitchens/epic-lib,7f2499aff5fdb62a66e6da92322e5c060ea4a414,epic-lib,3,0,0,3,3,0,0
git@github.com:epsagon/epsagon-python,b985d8412848f9a0c98e2f15ae0967a6dba3517f,epsagon-python,111,111,111,0,0,1,1
git@github.com:ericmjl/nxviz,d2a2a622e834148a9f4337dbe1021a05c5f18548,nxviz,38,38,38,0,0,0,0
git@github.com:erm/asgi-s3,ef898f9f013e0e5cd5c52f3503e27a41bca4fa2c,asgi-s3,6,6,6,0,0,0,0
git@github.com:eth-cscs/reframe,576eb3f1dcc015d1e6d7a10602c748d4f810da68,reframe,736,341,237,395,395,1,1
git@github.com:eukaryote/uberdict,852b9d8b80ab032ce7eb5c439ea8084336b69d04,uberdict,148,148,133,0,0,0,0
git@github.com:evansloan/sports.py,a2ce0b3cde2e41f5d15e265d9190b6b79828124b,sports.py,1,0,0,1,1,0,0
git@github.com:evernym/ledger,7210c3b288e07f940eddad09b1dfc6a56be846df,ledger-3pc-batch,86,56,54,30,30,0,0
git@github.com:exonum/exonum-launcher,d42f79046f815514b284fe242a8c5abccaf9f805,exonum-launcher,2,0,0,2,2,0,0
git@github.com:exonum/exonum-python-client,5e7ff330440cd2fe2c5b707a0cff46048b311ea2,exonum-python-client,9,0,0,9,9,0,0
git@github.com:fair-search/fairsearchdeltr-python,5bc2e8f0bf24ecd492978474919f512d3c0b65e1,fairsearchdeltr-python,12,12,4,0,0,0,0
git@github.com:farzadghanei/statsd-metrics,153ff37b79777f208e49bb9d3fb737ba52b99f98,statsd-metrics,147,0,0,147,147,0,0
git@github.com:fatiando/harmonica,2980071fce37948f2d13d8b7120c96ed18923410,harmonica,95,95,95,0,0,0,0
git@github.com:fatiando/rockhound,c4d84b2628c4b0dd666ceb1b334647489fe85f17,rockhound,18,18,18,0,0,0,0
git@github.com:fechbmaster/3DNIRmapper,f061c1b8db3fd36a9c344608287cdcb8b2968633,3DNIRmapper,34,0,0,34,34,0,0
git@github.com:femueller/python-n26,22cb609efbf5125e36879441ea20d5a1c2a51e98,python-n26,24,0,0,24,24,0,0
git@github.com:ferdinandvwyk/pyfilm.git,20688f59536c713650516f09e1873fcb5b506a17,pyfilm.git,23,23,23,0,0,0,0
git@github.com:fgaim/gpuview,51f482de6f3360f9b403f8784112f20d42cdd924,gpuview,4,4,4,0,0,0,0
git@github.com:fifman/tangle,a36cff74d7f09bf8f24a91929b844ea1be7b1bcd,tangle,12,12,12,0,0,1,1
git@github.com:filestack/filestack-python,1bd6749735e5c78dde767e0685ddfdf0cd7423e2,filestack-python,106,106,93,0,0,1,1
git@github.com:fitblip/wsstat,f7c91eb8765a801ad5e0504ca22ee2ec832cf682,wsstat,3,0,0,3,3,0,0
git@github.com:flashcode/msgcheck,1b61115d0fa622dc274bc3d1df82509f56f11f5d,msgcheck,14,14,14,0,0,0,0
git@github.com:flokno/son,a860c049e276151c8fddf82fdbe833d4127ada0d,son,4,4,4,0,0,0,0
git@github.com:florimondmanca/hawaiio.git,4a8005d216b29e2f462be00c9285776651d0fa2b,hawaiio.git,10,10,5,0,0,0,0
git@github.com:fniessink/access-modifiers,6fd7880b3b6761051cbe67fd91280075d2f296d2,access-modifiers,39,0,0,39,39,0,0
git@github.com:frenos/imgload,b6f8decf3bc753b85ec7ec27bc25373feb99b478,imgload,32,0,0,32,32,0,0
git@github.com:fronzbot/blinkpy,ed4450778d6802990006dd9fb1b14e2c98520018,blinkpy,79,0,0,79,79,0,0
git@github.com:fzyukio/python-matlab-functions,2860bf48f904d546af75143c531750c8857670bc,python-matlab-functions,4,0,0,4,4,0,0
git@github.com:ganehag/pyMeterBus,bc853aa38ac6b10301bdf97f13ac25b36985316f,pyMeterBus,209,0,0,209,209,0,0
git@github.com:gaomy3832/easypyplot,b3f8a5560464fd92011c7a2c4f9f9877a08dcf66,easypyplot,5,0,0,5,5,0,0
git@github.com:gdoumenc/coworks,c574654a1e3d1cd4ad56b6f5912631230c37fdf3,coworks,79,79,79,0,0,2,2
git@github.com:gems-uff/releasy,b18c5efcc918b79f96863f484345d50755395815,releasy,20,20,20,0,0,0,0
git@github.com:geomstats/geomstats,66abff977bf81b3f23d54869ea4a472e7819a4bf,geomstats,744,0,0,744,744,0,0
git@github.com:geoscixyz/geosci-labs,f3e5bb92fc60879816d7c1c8f71847561b65b81b,geosci-labs,52,0,0,52,52,0,0
git@github.com:giganticode/dataprep,bb1d3731a39d221f2a037aaadc747a29a5e76c8d,dataprep,106,106,106,0,0,1,1
git@github.com:giganticode/langmodels,53462a755eb07cbbccdd179605185059634d6ac4,langmodels,5,0,0,5,5,0,0
git@github.com:gijzelaerr/pybl3p,98c102c02cb93803ee47941a48a8aa8d62fa4d6c,pybl3p,12,0,0,12,12,0,0
git@github.com:ginkooo/yapq,e7702178fa50b1bb9a63a7bbb8b963af361a2d92,yapq,1,1,1,0,0,0,0
git@github.com:giotto-ai/giotto-time,9c84a8fc1b9dc5769181ce0e9e9f44976884cd41,giotto-time,15,0,0,15,15,0,0
git@github.com:gjvnq/LabIFSC,cb56b75f51eb54680d0b81f4c87aa0234538a2a8,LabIFSC,44,44,44,0,0,0,0
git@github.com:glentner/CmdKit,b8d4572612667080807b2b26d47c624a330c2872,CmdKit,2,0,0,2,2,0,0
git@github.com:glubbdubdrib/lazygrid,ce290e9b2ce528088c5b65bdaf1a83e1a08aecdb,lazygrid,15,0,0,15,15,0,0
git@github.com:gmggroup/omf,bf0cfaa4d05c438606d7b4561166bf12d2c1be74,omf,61,59,36,2,2,0,0
git@github.com:gnprice/pysh,dbd14ee8445a983ee6c736e4041e47ddfa4edacc,pysh,21,21,21,0,0,0,0
git@github.com:goldsborough/li,8ea4f8b55183aadaa96bc70cfcfcb7b198874319,li,28,28,28,0,0,0,0
git@github.com:gongliyu/arlib,6918f0146dab459369ec2861fe68d796acff8ea6,arlib,40,38,13,2,2,0,0
git@github.com:goodmami/penman,e83cf6d006724d72a3e19a955aad94412da912b7,Penman,86,86,86,0,0,1,1
git@github.com:googkit/googkit,cacb37bf65e5ac19379b329beb02af907240aa60,googkit,120,0,0,120,120,0,0
git@github.com:googlefonts/fontbakery,9bbf2da4947b7e5ce82c06a8ce7b484185ddac67,fontbakery,195,195,193,0,0,0,0
git@github.com:gqlmod/gqlmod-github,241044bc80dad7cd3b5ceb6790e373c2e089b1df,gqlmod-github,3,3,3,0,0,0,0
git@github.com:grabbles/grabbit,83ff93df36019eaaee9d4e31f816a518e46cae07,grabbit,50,50,35,0,0,1,1
git@github.com:gradam/lol_api,33ea96f5eeac581737949b733d8af1c4436e94b9,lol_api,163,163,163,0,0,2,2
git@github.com:grd349/PBjam,f387d840685831955c79dec83c792ab0d297aadc,PBjam,4,0,0,4,4,0,0
git@github.com:gridsmartercities/aws-lambda-decorators,bbd25a7002b99e57fe7da225b6aad06cb1e43b9c,aws-lambda-decorators,153,0,0,153,153,0,0
git@github.com:guillaumewatteeux/centreon-sdk-python,9f207d5458afc3304e24f16988069467b19eab81,centreon-sdk-python,44,44,44,0,0,0,0
